## blobtools v1.0
## assembly	: /home/amir/gasp/celera_assemblies/404.mer22.scf.fasta
## coverage	: bam0 - /home/amir/gasp/mapping/404_celera_22.bam
## taxonomy	: tax0 - /home/amir/gasp/blast/404_celera_22.txt
## nodesDB	: /home/amir/gasp/blobtools/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
scf7180000028115	1933	0.3751	0	24.86	Ascomycota	3559.0	0
scf7180000028116	2178	0.4109	0	23.156	Ascomycota	4023.0	0
scf7180000028117	3369	0.3667	20	25.547	Ascomycota	6102.0	0
scf7180000028118	7763	0.3821	60	29.677	Ascomycota	5677.0	0
scf7180000028119	1607	0.4169	0	33.628	Ascomycota	2963.0	0
scf7180000028120	2024	0.4239	0	26.173	Ascomycota	3733.0	0
scf7180000028121	1664	0.4219	0	245.626	Ascomycota	3042.0	0
scf7180000028122	3258	0.3888	20	27.237	Ascomycota	3851.0	0
scf7180000028123	1434	0.4024	0	35.916	Ascomycota	2649.0	0
scf7180000028124	13422	0.3714	120	30.685	Ascomycota	7343.0	0
scf7180000028125	5485	0.3769	40	28.43	Ascomycota	3362.0	0
scf7180000028126	27717	0.3804	160	29.279	Ascomycota	17595.0	0
scf7180000028127	7542	0.3607	20	24.116	Ascomycota	10129.0	0
scf7180000028128	1666	0.3715	0	30.831	Ascomycota	3066.0	0
scf7180000028129	2498	0.3519	0	19.621	Ascomycota	4614.0	0
scf7180000028130	1829	0.3543	0	29.431	Ascomycota	3350.0	0
scf7180000028131	4479	0.4206	40	32.95	Ascomycota	3203.0	0
scf7180000028132	3373	0.3895	20	26.878	Ascomycota	3365.0	0
scf7180000028133	1612	0.3524	0	41.901	Ascomycota	2970.0	0
scf7180000028134	3154	0.3765	20	27.586	Ascomycota	5707.0	0
scf7180000028135	1992	0.3946	0	24.011	Ascomycota	3674.0	0
scf7180000028136	19079	0.3943	180	28.867	Ascomycota	11681.0	0
scf7180000028137	2737	0.3798	20	26.635	Ascomycota	2972.0	0
scf7180000028138	6105	0.3412	20	22.168	Ascomycota	7552.0	0
scf7180000028139	1267	0.3118	0	47.781	Ascomycota	2340.0	0
scf7180000028140	15051	0.3771	80	30.205	Ascomycota	11732.0	0
scf7180000028141	2002	0.3482	0	24.214	Ascomycota	3675.0	0
scf7180000028142	2552	0.3756	20	31.486	Ascomycota	2658.0	0
scf7180000028143	2177	0.3307	0	22.674	Ascomycota	4021.0	0
scf7180000028144	1679	0.3705	0	26.915	Ascomycota	3101.0	0
scf7180000028145	10663	0.3774	60	24.867	Ascomycota	14408.0	0
scf7180000028146	6562	0.4011	20	37.893	Ascomycota	11960.0	0
scf7180000028147	4294	0.3937	40	30.997	Ascomycota	7707.0	0
scf7180000028148	1512	0.3697	0	30.941	Ascomycota	2776.0	0
scf7180000028149	1632	0.4246	0	31.917	Ascomycota	3014.0	0
scf7180000028150	1564	0.3804	0	28.778	Ascomycota	2889.0	0
scf7180000028151	1908	0.4161	0	25.858	Ascomycota	3524.0	0
scf7180000028152	1750	0.4069	0	29.43	Ascomycota	3221.0	0
scf7180000028153	1626	0.4791	0	27.956	Ascomycota	3003.0	0
scf7180000028154	22152	0.3726	100	26.346	Ascomycota	24845.0	0
scf7180000028155	1633	0.425	0	29.319	Ascomycota	3011.0	0
scf7180000028156	1592	0.4479	0	29.857	Ascomycota	2940.0	0
scf7180000028157	1412	0.4306	0	36.321	Ascomycota	2608.0	0
scf7180000028158	1595	0.405	0	33.374	Ascomycota	2940.0	0
scf7180000028159	2764	0.4125	20	29.606	Ascomycota	2996.0	0
scf7180000028160	10437	0.4011	80	33.794	Ascomycota	6283.0	0
scf7180000028161	3687	0.3877	40	29.992	Ascomycota	3725.0	0
scf7180000028162	2042	0.3879	0	22.721	Ascomycota	3771.0	0
scf7180000028163	3392	0.3917	40	33.062	Ascomycota	2538.0	0
scf7180000028164	3192	0.3871	20	30.03	Ascomycota	3531.0	0
scf7180000028165	21753	0.3823	120	31.246	Ascomycota	17708.0	0
scf7180000028166	5971	0.3757	40	21.555	Ascomycota	5925.0	0
scf7180000028167	12810	0.3804	80	28.791	Ascomycota	11924.0	0
scf7180000028168	1703	0.4275	0	24.429	Ascomycota	3134.0	0
scf7180000028169	2933	0.3992	40	33.147	Ascomycota	2935.0	0
scf7180000028170	1321	0.3694	0	44.204	Ascomycota	2435.0	0
scf7180000028171	10579	0.3926	100	33.674	Ascomycota	6026.0	0
scf7180000028172	1874	0.3783	0	20.744	Ascomycota	3456.0	0
scf7180000028173	5668	0.3587	40	31.223	Ascomycota	7614.0	0
scf7180000028174	1711	0.3805	0	28.686	Ascomycota	3144.0	0
scf7180000028175	7331	0.4239	60	34.782	Ascomycota	9788.0	0
scf7180000028176	7034	0.3732	40	24.489	Ascomycota	6562.0	0
scf7180000028177	1415	0.4042	0	34.581	Ascomycota	2614.0	0
scf7180000028178	1473	0.3958	0	29.716	Ascomycota	2721.0	0
scf7180000028179	5597	0.4535	20	31.791	Ascomycota	10081.0	0
scf7180000028180	1534	0.3924	0	30.278	Ascomycota	2833.0	0
scf7180000028181	2916	0.3857	20	25.34	Ascomycota	3096.0	0
scf7180000028182	11105	0.3723	60	27.07	Ascomycota	8907.0	0
scf7180000028183	5831	0.3729	60	24.944	Ascomycota	5062.0	0
scf7180000028184	11221	0.3847	140	31.258	Ascomycota	5618.0	0
scf7180000028185	1759	0.3849	0	24.61	Ascomycota	3221.0	0
scf7180000028186	1962	0.3848	0	23.07	Ascomycota	3624.0	0
scf7180000028187	3094	0.4079	20	20.857	Ascomycota	3698.0	0
scf7180000028188	1612	0.3865	0	30.544	Ascomycota	2977.0	0
scf7180000028189	1396	0.3976	0	33.438	Ascomycota	2579.0	0
scf7180000028190	34888	0.3894	220	29.897	Ascomycota	40716.0	0
scf7180000028191	17322	0.4155	100	44.564	Ascomycota	24371.0	0
scf7180000028192	1440	0.3778	0	29.756	Ascomycota	2660.0	0
scf7180000028193	1065	0.3343	0	46.312	Ascomycota	1967.0	0
scf7180000028194	2565	0.3864	0	28.675	Ascomycota	4726.0	0
scf7180000028195	1846	0.3803	0	24.559	Ascomycota	3410.0	0
scf7180000028196	1739	0.3594	0	23.514	Ascomycota	3212.0	0
scf7180000028197	3139	0.3822	20	26.786	Ascomycota	3463.0	0
scf7180000028198	1345	0.2907	0	41.246	Ascomycota	2484.0	0
scf7180000028199	1598	0.3504	0	25.159	Ascomycota	2952.0	0
scf7180000028200	10454	0.3777	80	30.993	Ascomycota	9686.0	0
scf7180000028201	9755	0.367	60	25.402	Ascomycota	9027.0	0
scf7180000028202	1598	0.4237	0	29.07	Ascomycota	2952.0	0
scf7180000028203	1898	0.3767	0	22.711	Ascomycota	3500.0	0
scf7180000028204	4685	0.3651	40	22.066	Ascomycota	3570.0	0
scf7180000028205	7380	0.3792	60	30.068	Ascomycota	8202.0	0
scf7180000028206	1801	0.3565	0	25.813	Ascomycota	3326.0	0
scf7180000028207	6524	0.3717	40	34.229	Ascomycota	11828.0	0
scf7180000028208	1441	0.4178	0	27.697	Ascomycota	2628.0	0
scf7180000028209	1781	0.3296	0	25.284	Ascomycota	3284.0	0
scf7180000028210	1619	0.4151	0	27.72	Ascomycota	2990.0	0
scf7180000028211	3180	0.4041	20	24.412	Ascomycota	5781.0	0
scf7180000028212	12583	0.3652	100	27.57	Ascomycota	12303.0	0
scf7180000028213	1284	0.4502	0	36.042	Ascomycota	2361.0	0
scf7180000028214	1691	0.4264	0	23.607	Ascomycota	3118.0	0
scf7180000028215	3408	0.3643	40	27.1	Ascomycota	3690.0	0
scf7180000028216	2807	0.4327	20	28.151	Ascomycota	5088.0	0
scf7180000028217	12985	0.3708	160	28.049	Ascomycota	5541.0	0
scf7180000028218	20394	0.3818	180	27.689	Ascomycota	13904.0	0
scf7180000028219	2860	0.3535	20	24.593	Ascomycota	5175.0	0
scf7180000028220	3800	0.4262	20	20.132	Ascomycota	3668.0	0
scf7180000028221	11815	0.3826	140	31.545	Ascomycota	11243.0	0
scf7180000028222	13717	0.3903	60	27.925	Ascomycota	18399.0	0
scf7180000028223	6052	0.3636	20	26.206	Ascomycota	8377.0	0
scf7180000028224	2773	0.4628	20	26.392	Ascomycota	2966.0	0
scf7180000028225	13808	0.4007	100	32.064	Ascomycota	11876.0	0
scf7180000028226	1722	0.3792	0	27.434	Ascomycota	3181.0	0
scf7180000028227	38774	0.3798	340	35.166	Ascomycota	13703.0	0
scf7180000028228	2479	0.3749	20	32.348	Ascomycota	4501.0	0
scf7180000028229	1312	0.3659	0	29.119	Ascomycota	2423.0	0
scf7180000028230	20033	0.3761	80	31.098	Ascomycota	14310.0	0
scf7180000028231	12704	0.3892	20	34.279	Ascomycota	20659.0	0
scf7180000028232	1255	0.3522	0	36.14	Ascomycota	2318.0	0
scf7180000028233	3782	0.3825	20	31.2	Ascomycota	6767.0	0
scf7180000028234	21355	0.3899	200	32.551	Ascomycota	8861.0	0
scf7180000028235	12713	0.4068	100	29.49	Ascomycota	11548.0	0
scf7180000028236	6717	0.3619	60	25.636	Ascomycota	6083.0	0
scf7180000028237	3191	0.3765	20	29.326	Ascomycota	5707.0	0
scf7180000028238	1600	0.4113	0	25.672	Ascomycota	2955.0	0
scf7180000028239	12481	0.3865	80	29.04	Ascomycota	7587.0	0
scf7180000028240	3024	0.3805	20	28.597	Ascomycota	2957.0	0
scf7180000028241	2048	0.4526	0	19.02	Ascomycota	3783.0	0
scf7180000028242	8599	0.3722	60	25.27	Ascomycota	9588.0	0
scf7180000028243	6666	0.4272	60	27.138	Ascomycota	7164.0	0
scf7180000028244	1513	0.3761	0	26.025	Ascomycota	2795.0	0
scf7180000028245	8615	0.3842	120	23.968	Ascomycota	4761.0	0
scf7180000028246	2930	0.4124	20	29.824	Ascomycota	2841.0	0
scf7180000028247	2841	0.3804	20	30.826	Ascomycota	5153.0	0
scf7180000028248	11312	0.3818	120	26.287	Ascomycota	8929.0	0
scf7180000028249	5043	0.3609	20	26.616	Ascomycota	6397.0	0
scf7180000028250	1062	0.3456	0	44.813	Ascomycota	1962.0	0
scf7180000028251	10359	0.4121	80	34.063	Ascomycota	11367.0	0
scf7180000028252	4521	0.3564	40	25.488	Ascomycota	3618.0	0
scf7180000028253	1234	0.4133	0	33.246	Ascomycota	2279.0	0
scf7180000028254	1687	0.3865	0	23.242	Ascomycota	3116.0	0
scf7180000028255	5789	0.4278	60	28.441	Ascomycota	3227.0	0
scf7180000028256	10137	0.3887	120	35.661	Ascomycota	17983.0	0
scf7180000028257	2890	0.3937	20	24.463	Ascomycota	3166.0	0
scf7180000028258	4240	0.376	40	30.773	Ascomycota	5094.0	0
scf7180000028259	8348	0.3918	40	32.904	Ascomycota	7871.0	0
scf7180000028260	8566	0.3652	40	43.364	Ascomycota	15553.0	0
scf7180000028261	1424	0.4031	0	28.504	Ascomycota	2625.0	0
scf7180000028262	5625	0.3717	40	28.75	Ascomycota	5616.0	0
scf7180000028263	3519	0.3815	20	24.098	Ascomycota	6377.0	0
scf7180000028264	33050	0.3902	280	30.425	Ascomycota	15623.0	0
scf7180000028265	4817	0.3775	20	33.141	Ascomycota	8761.0	0
scf7180000028266	3506	0.4036	20	30.676	Ascomycota	4322.0	0
scf7180000028267	1823	0.3346	0	26.208	Ascomycota	3350.0	0
scf7180000028268	4270	0.3636	40	27.894	Ascomycota	3286.0	0
scf7180000028269	1240	0.4016	0	34.506	Ascomycota	2285.0	0
scf7180000028270	1290	0.4093	0	31.631	Ascomycota	2383.0	0
scf7180000028271	7611	0.3677	40	28.737	Ascomycota	11646.0	0
scf7180000028272	2461	0.406	20	26.699	Ascomycota	2305.0	0
scf7180000028273	8194	0.3607	40	23.86	Ascomycota	8582.0	0
scf7180000028274	2558	0.3991	20	26.938	Ascomycota	4575.0	0
scf7180000028275	1332	0.4182	0	27.283	Ascomycota	2460.0	0
scf7180000028276	2626	0.3968	20	26.01	Ascomycota	2571.0	0
scf7180000028277	7384	0.3803	60	30.977	Ascomycota	5522.0	0
scf7180000028278	1315	0.3802	0	26.761	Ascomycota	2422.0	0
scf7180000028279	1282	0.4103	0	28.605	Ascomycota	2368.0	0
scf7180000028280	1372	0.3491	0	27.098	Ascomycota	2534.0	0
scf7180000028281	1136	0.3961	0	29.643	Ascomycota	2098.0	0
scf7180000028282	1268	0.3659	0	30.607	Ascomycota	2342.0	0
scf7180000028283	5242	0.3677	40	30.953	Ascomycota	7396.0	0
scf7180000028284	1267	0.3986	0	29.005	Ascomycota	2340.0	0
scf7180000028285	12394	0.3944	40	29.74	Ascomycota	16460.0	0
scf7180000028286	7105	0.4149	60	32.221	Ascomycota	3657.0	0
scf7180000028287	23592	0.3879	160	32.869	Ascomycota	26797.0	0
scf7180000028288	4564	0.3731	40	26.777	Ascomycota	3949.0	0
scf7180000028289	7529	0.3795	40	24.301	Ascomycota	11036.0	0
scf7180000028290	2673	0.3626	20	25.17	Ascomycota	2490.0	0
scf7180000028291	1293	0.3743	0	35.883	Ascomycota	2388.0	0
scf7180000028292	7375	0.3799	20	28.047	Ascomycota	13531.0	0
scf7180000028293	1516	0.3734	0	24.643	Ascomycota	2800.0	0
scf7180000028294	19157	0.3862	120	31.545	Ascomycota	14554.0	0
scf7180000028295	1538	0.3836	0	24.456	Ascomycota	2841.0	0
scf7180000028296	10445	0.3801	80	32.107	Ascomycota	11551.0	0
scf7180000028297	2529	0.4225	20	27.587	Ascomycota	4543.0	0
scf7180000028298	1330	0.4361	0	25.713	Ascomycota	2457.0	0
scf7180000028299	3667	0.3948	40	33.501	Ascomycota	4370.0	0
scf7180000028300	2947	0.3929	20	19.407	Ascomycota	3073.0	0
scf7180000028301	6279	0.3796	20	27.94	Ascomycota	11483.0	0
scf7180000028302	1078	0.4109	0	33.891	Ascomycota	1986.0	0
scf7180000028303	1472	0.3811	0	25.416	Ascomycota	2682.0	0
scf7180000028304	1217	0.3961	0	31.094	Ascomycota	2248.0	0
scf7180000028305	1230	0.3959	0	28.989	Ascomycota	2255.0	0
scf7180000028306	1299	0.3995	0	30.025	Ascomycota	2399.0	0
scf7180000028307	1435	0.4007	0	26.816	Ascomycota	2651.0	0
scf7180000028308	5669	0.4047	20	30.592	Ascomycota	10342.0	0
scf7180000028309	1691	0.3779	0	19.941	Ascomycota	3107.0	0
scf7180000028310	3271	0.3743	20	24.874	Ascomycota	3179.0	0
scf7180000028311	19872	0.3917	160	36.427	Ascomycota	10440.0	0
scf7180000028312	1290	0.3612	0	28.913	Ascomycota	2383.0	0
scf7180000028313	1491	0.4574	0	26.944	Ascomycota	2754.0	0
scf7180000028314	1113	0.4052	0	36.168	Ascomycota	2056.0	0
scf7180000028315	1107	0.3731	0	34.348	Ascomycota	2045.0	0
scf7180000028316	9379	0.3623	20	30.341	Ascomycota	15186.0	0
scf7180000028317	3506	0.4406	40	34.988	Ascomycota	3657.0	0
scf7180000028318	1448	0.3688	0	21.539	Ascomycota	2663.0	0
scf7180000028319	2450	0.4037	20	25.796	Ascomycota	4261.0	0
scf7180000028320	5280	0.3865	40	32.297	Ascomycota	4466.0	0
scf7180000028321	11837	0.3817	120	28.851	Ascomycota	9393.0	0
scf7180000028322	1216	0.4005	0	29.532	Ascomycota	2246.0	0
scf7180000028323	1205	0.3909	0	29.216	Ascomycota	2226.0	0
scf7180000028324	1531	0.3997	0	22.639	Ascomycota	2828.0	0
scf7180000028325	2848	0.3738	20	27.193	Ascomycota	5116.0	0
scf7180000028326	13381	0.3684	100	26.584	Ascomycota	16794.0	0
scf7180000028327	5520	0.3834	40	22.924	Ascomycota	7046.0	0
scf7180000028328	13780	0.4069	80	28.204	Ascomycota	8096.0	0
scf7180000028329	1473	0.3686	0	22.332	Ascomycota	2721.0	0
scf7180000028330	1341	0.39	0	26.604	Ascomycota	2477.0	0
scf7180000028331	6638	0.3661	60	30.234	Ascomycota	8822.0	0
scf7180000028332	1371	0.372	0	26.08	Ascomycota	2532.0	0
scf7180000028333	7534	0.372	60	36.44	Ascomycota	9404.0	0
scf7180000028334	3666	0.4029	20	31.454	Ascomycota	4610.0	0
scf7180000028335	5732	0.3985	20	32.536	Ascomycota	8541.0	0
scf7180000028336	1287	0.3209	0	31.674	Ascomycota	2377.0	0
scf7180000028337	2486	0.3573	20	22.711	Ascomycota	2545.0	0
scf7180000028338	1507	0.4426	0	21.417	Ascomycota	2784.0	0
scf7180000028339	2468	0.3301	20	25.448	Ascomycota	3622.0	0
scf7180000028340	1252	0.3746	0	28.45	Ascomycota	2302.0	0
scf7180000028341	1225	0.391	0	27.064	Ascomycota	2257.0	0
scf7180000028342	7273	0.3635	80	26.62	Ascomycota	7452.0	0
scf7180000028343	5333	0.3573	40	25.776	Ascomycota	5391.0	0
scf7180000028344	3403	0.3559	20	29.254	Ascomycota	6200.0	0
scf7180000028345	2134	0.3411	20	26.989	Ascomycota	1993.0	0
scf7180000028346	1234	0.3647	0	25.826	Ascomycota	2279.0	0
scf7180000028347	1433	0.4389	0	24.722	Ascomycota	2647.0	0
scf7180000028348	15839	0.4269	60	22.022	Ascomycota	13742.0	0
scf7180000028349	1120	0.3795	0	35.26	Ascomycota	2069.0	0
scf7180000028350	1325	0.4347	0	21.99	Ascomycota	2431.0	0
scf7180000028351	1314	0.3516	0	21.446	Ascomycota	2427.0	0
scf7180000028352	4549	0.377	40	26.763	Ascomycota	6248.0	0
scf7180000028353	2705	0.387	20	25.469	Ascomycota	4887.0	0
scf7180000028354	5574	0.3678	60	27.016	Ascomycota	4433.0	0
scf7180000028355	7540	0.3588	60	31.474	Ascomycota	5529.0	0
scf7180000028356	7510	0.3988	40	31.272	Ascomycota	9489.0	0
scf7180000028357	1433	0.3782	0	25.015	Ascomycota	2647.0	0
scf7180000028358	1543	0.3247	0	21.567	Ascomycota	2844.0	0
scf7180000028359	7401	0.3839	60	32.555	Ascomycota	6671.0	0
scf7180000028360	2170	0.3949	20	30.372	Ascomycota	3851.0	0
scf7180000028361	3967	0.4226	20	46.522	Ascomycota	7158.0	0
scf7180000028362	16464	0.384	140	32.964	Ascomycota	10050.0	0
scf7180000028363	1215	0.4156	0	31.983	Ascomycota	2244.0	0
scf7180000028364	5636	0.4053	20	27.295	Ascomycota	10290.0	0
scf7180000028365	8710	0.3843	100	27.731	Ascomycota	7686.0	0
scf7180000028366	11625	0.3671	60	25.651	Ascomycota	21152.0	0
scf7180000028367	1264	0.3932	0	23.161	Ascomycota	2335.0	0
scf7180000028368	5215	0.3675	20	28.268	Ascomycota	7598.0	0
scf7180000028369	3986	0.3751	40	32.12	Ascomycota	3153.0	0
scf7180000028370	1224	0.4069	0	27.145	Ascomycota	2261.0	0
scf7180000028371	2318	0.3851	20	35.106	Ascomycota	2368.0	0
scf7180000028372	1133	0.3901	0	26.872	Ascomycota	2093.0	0
scf7180000028373	10652	0.3927	100	26.78	Ascomycota	8530.0	0
scf7180000028374	7403	0.4015	80	24.661	Ascomycota	8645.0	0
scf7180000028375	5397	0.4081	40	27.383	Ascomycota	5526.0	0
scf7180000028376	1276	0.4514	0	27.853	Ascomycota	2340.0	0
scf7180000028377	4063	0.3787	20	26.426	Ascomycota	5284.0	0
scf7180000028378	1215	0.372	0	24.89	Ascomycota	2239.0	0
scf7180000028379	1006	0.329	0	28.653	Ascomycota	1853.0	0
scf7180000028380	4128	0.3788	20	35.36	Ascomycota	7528.0	0
scf7180000028381	7575	0.3643	20	25.215	Ascomycota	11622.0	0
scf7180000028382	11823	0.3969	80	32.235	Ascomycota	7987.0	0
scf7180000028383	1379	0.3923	0	22.021	Ascomycota	2542.0	0
scf7180000028384	5891	0.403	40	22.64	Ascomycota	8287.0	0
scf7180000028385	1212	0.3977	0	31.702	Ascomycota	2239.0	0
scf7180000028386	10685	0.3767	40	32.983	Ascomycota	12334.0	0
scf7180000028387	1409	0.3279	0	22.076	Ascomycota	2603.0	0
scf7180000028388	1069	0.4116	0	30.139	Ascomycota	1975.0	0
scf7180000028389	1077	0.3695	0	26.688	Ascomycota	1989.0	0
scf7180000028390	1241	0.3755	0	24.541	Ascomycota	2287.0	0
scf7180000028391	11130	0.3672	100	38.364	Ascomycota	8855.0	0
scf7180000028392	13527	0.3662	80	27.259	Ascomycota	14707.0	0
scf7180000028393	3536	0.3424	20	25.247	Ascomycota	6407.0	0
scf7180000028394	25230	0.3761	140	34.557	Ascomycota	16415.0	0
scf7180000028395	1073	0.4101	0	30.454	Ascomycota	1982.0	0
scf7180000028396	8727	0.376	40	22.326	Ascomycota	10543.0	0
scf7180000028397	10031	0.3885	60	25.791	Ascomycota	10678.0	0
scf7180000028398	18477	0.3905	100	29.337	Ascomycota	24085.0	0
scf7180000028399	1155	0.3619	0	27.164	Ascomycota	2134.0	0
scf7180000028400	4030	0.3793	20	27.642	Ascomycota	5036.0	0
scf7180000028401	1102	0.3784	0	39.445	Ascomycota	2036.0	0
scf7180000028402	3630	0.3665	20	23.711	Ascomycota	4296.0	0
scf7180000028403	9428	0.3789	20	29.12	Ascomycota	15165.0	0
scf7180000028404	1040	0.4115	0	31.442	Ascomycota	1921.0	0
scf7180000028405	1341	0.4124	0	25.01	Ascomycota	2460.0	0
scf7180000028406	8456	0.3721	120	27.3	Ascomycota	3736.0	0
scf7180000028407	1138	0.3392	0	25.042	Ascomycota	2102.0	0
scf7180000028408	3034	0.3601	40	21.597	Ascomycota	2623.0	0
scf7180000028409	1266	0.3397	0	21.921	Ascomycota	2338.0	0
scf7180000028410	1082	0.3826	0	26.761	Ascomycota	1999.0	0
scf7180000028411	1376	0.3401	0	21.759	Ascomycota	2536.0	0
scf7180000028412	49538	0.3831	360	37.287	Ascomycota	19051.0	0
scf7180000028413	4666	0.3876	20	29.017	Ascomycota	6680.0	0
scf7180000028414	1136	0.397	0	25.105	Ascomycota	2098.0	0
scf7180000028415	14234	0.3595	80	24.942	Ascomycota	9465.0	0
scf7180000028416	1216	0.3388	0	21.317	Ascomycota	2241.0	0
scf7180000028417	2787	0.3907	20	23.783	Ascomycota	2606.0	0
scf7180000028418	2719	0.3867	40	21.757	Ascomycota	2183.0	0
scf7180000028419	15511	0.4088	100	33.841	Ascomycota	7343.0	0
scf7180000028420	9768	0.3888	60	31.245	Ascomycota	10067.0	0
scf7180000028421	10231	0.4096	80	27.735	Ascomycota	9284.0	0
scf7180000028422	1219	0.3946	0	22.096	Ascomycota	2252.0	0
scf7180000028423	1317	0.3964	0	22.071	Ascomycota	2416.0	0
scf7180000028424	11418	0.3735	60	22.164	Ascomycota	10292.0	0
scf7180000028425	2153	0.3985	20	26.482	Ascomycota	2012.0	0
scf7180000028426	1210	0.4496	0	21.88	Ascomycota	2235.0	0
scf7180000028427	6121	0.3662	20	29.085	Ascomycota	8977.0	0
scf7180000028428	1178	0.3769	0	21.19	Ascomycota	2170.0	0
scf7180000028429	1006	0.3817	0	25.925	Ascomycota	1858.0	0
scf7180000028430	1164	0.3436	0	25.466	Ascomycota	2150.0	0
scf7180000028431	1123	0.366	0	22.865	Ascomycota	2074.0	0
scf7180000028432	3685	0.3992	20	42.176	Ascomycota	4215.0	0
scf7180000028433	1011	0.3808	0	25.147	Ascomycota	1868.0	0
scf7180000028434	1095	0.3836	0	27.834	Ascomycota	2023.0	0
scf7180000028435	3601	0.4074	20	25.635	Ascomycota	4357.0	0
scf7180000028436	1123	0.4159	0	25.105	Ascomycota	2074.0	0
scf7180000028437	3090	0.3756	20	22.881	Ascomycota	5622.0	0
scf7180000028438	11516	0.394	100	24.953	Ascomycota	6994.0	0
scf7180000028439	1117	0.3975	0	25.512	Ascomycota	2063.0	0
scf7180000028440	1521	0.3419	0	16.274	Ascomycota	2809.0	0
scf7180000028441	1102	0.4056	0	23.452	Ascomycota	2036.0	0
scf7180000028442	1041	0.389	0	26.697	Ascomycota	1917.0	0
scf7180000028443	1136	0.3829	0	20.111	Ascomycota	2098.0	0
scf7180000028444	1104	0.3696	0	23.393	Ascomycota	2034.0	0
scf7180000028445	21378	0.374	220	32.531	Ascomycota	7358.0	0
scf7180000028446	1057	0.3415	0	22.623	Ascomycota	1953.0	0
scf7180000028447	5803	0.3902	40	24.94	Ascomycota	7339.0	0
scf7180000028448	1037	0.405	0	20.5	Ascomycota	1916.0	0
scf7180000028449	5201	0.4165	20	28.454	Ascomycota	7435.0	0
scf7180000028450	3145	0.3789	20	22.242	Ascomycota	5655.0	0
scf7180000028451	1148	0.4251	0	26.375	Ascomycota	2098.0	0
scf7180000028452	5909	0.3795	20	29.706	Ascomycota	8756.0	0
scf7180000028453	1219	0.361	0	19.615	Ascomycota	2241.0	0
scf7180000028454	1010	0.3881	0	22.227	Ascomycota	1860.0	0
scf7180000028455	9556	0.4151	100	40.598	Ascomycota	7396.0	0
scf7180000028456	10106	0.3904	20	30.651	Ascomycota	18506.0	0
scf7180000028457	10812	0.4205	20	23.223	Ascomycota	17725.0	0
scf7180000028458	4397	0.4017	40	31.367	Ascomycota	6080.0	0
scf7180000028459	4522	0.3974	20	28.021	Ascomycota	6460.0	0
scf7180000028460	1056	0.4205	0	21.739	Ascomycota	1951.0	0
scf7180000028461	1292	0.3816	0	19.49	Ascomycota	2386.0	0
scf7180000028462	1106	0.3427	0	20.388	Ascomycota	2043.0	0
scf7180000028463	7577	0.3722	60	25.674	Ascomycota	6403.0	0
scf7180000028464	1009	0.3548	0	23.498	Ascomycota	1864.0	0
scf7180000028465	2248	0.3519	20	22.194	Ascomycota	2135.0	0
scf7180000028466	1037	0.4069	0	22.617	Ascomycota	1916.0	0
scf7180000028467	1093	0.4236	0	19.669	Ascomycota	2019.0	0
scf7180000028468	1007	0.3366	0	16.315	Ascomycota	1860.0	0
scf7180000028469	2732	0.362	0	123.288	Ascomycota	5029.0	0
scf7180000028470	1420	0.3732	0	19.551	Ascomycota	2623.0	0
scf7180000028471	5679	0.3608	0	48.721	Ascomycota	10460.0	0
scf7180000028472	1690	0.4041	0	71.034	Ascomycota	3121.0	0
scf7180000028473	17171	0.3676	40	39.312	Ascomycota	22849.0	0
scf7180000028474	3978	0.4191	0	52.169	Ascomycota	7297.0	0
scf7180000028475	8604	0.399	0	39.793	Ascomycota	15889.0	0
scf7180000028476	2928	0.3788	0	30.008	Ascomycota	5402.0	0
scf7180000028477	27264	0.3772	140	29.766	Ascomycota	12611.0	0
scf7180000028478	1547	0.3613	0	28.719	Ascomycota	2857.0	0
scf7180000028479	1447	0.358	0	23.795	Ascomycota	2673.0	0
scf7180000028480	1565	0.3642	0	22.339	Ascomycota	2891.0	0
scf7180000028481	4172	0.3804	0	32.437	Ascomycota	7694.0	0
scf7180000028482	2357	0.3848	0	36.151	Ascomycota	4303.0	0
scf7180000028483	29370	0.3926	200	33.982	Ascomycota	18279.0	0
scf7180000028484	2026	0.3771	0	27.615	Ascomycota	3736.0	0
scf7180000028485	9487	0.3687	60	24.151	Ascomycota	11550.0	0
scf7180000028486	2497	0.3849	0	91.128	Ascomycota	4466.0	0
scf7180000028487	2980	0.3876	0	32.8	Ascomycota	5465.0	0
scf7180000028488	1368	0.3743	0	24.068	Ascomycota	2527.0	0
scf7180000028489	17981	0.381	140	27.322	Ascomycota	8901.0	0
scf7180000028490	11869	0.3771	100	35.928	Ascomycota	8104.0	0
scf7180000028491	10120	0.365	0	45.532	Ascomycota	18683.0	0
scf7180000028492	5879	0.3662	0	43.453	Ascomycota	10857.0	0
scf7180000028493	10919	0.3823	20	30.535	Ascomycota	12844.0	0
scf7180000028494	10114	0.3765	40	41.698	Ascomycota	13965.0	0
scf7180000028495	12120	0.4052	100	32.781	Ascomycota	8608.0	0
scf7180000028496	5199	0.3718	0	31.846	Ascomycota	9601.0	0
scf7180000028497	5243	0.3761	0	33.936	Ascomycota	9683.0	0
